PURCHASEORDERID,PURCHASEORDERITEM,PRODUCT.PRODUCTID,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY,QUANTITYUNIT,DELIVERYDATE
300000057,80,HT-1120,,EUR,309.4,260,49.4,1,EA,2015-02-06
300000058,10,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-12-27
300000058,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-10-24
300000058,30,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-04-28
300000058,40,HT-6130,,EUR,5208.63,4377,831.63,3,EA,2015-10-30
300000058,50,HT-1061,,EUR,8.33,7,1.33,1,EA,2015-06-29
300000058,60,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-11-09
300000059,10,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-03-02
300000059,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-10-25
300000059,30,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-10-12
300000060,10,HT-1502,,EUR,59500,50000,9500,2,EA,2015-05-31
300000060,20,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-10-23
300000060,30,HT-1502,,EUR,89250,75000,14250,3,EA,2015-03-20
300000060,40,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-02-01
300000060,50,HT-1502,,EUR,59500,50000,9500,2,EA,2015-10-07
300000060,60,HT-1060,,EUR,10.71,9,1.71,1,EA,2015-02-01
300000060,70,HT-1502,,EUR,89250,75000,14250,3,EA,2015-07-10
300000061,10,HT-1042,,EUR,415.31,349,66.31,1,EA,2015-07-24
300000061,20,HT-1120,,EUR,928.2,780,148.2,3,EA,2015-02-25
300000061,30,HT-1042,,EUR,1245.93,1047,198.93,3,EA,2015-01-09
300000061,40,HT-1120,,EUR,309.4,260,49.4,1,EA,2015-12-16
300000062,10,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-05-31
300000062,20,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-07-17
300000062,30,HT-1052,,EUR,404.6,340,64.6,2,EA,2014-12-19
300000062,40,HT-1210,,EUR,8564.43,7197,1367.43,3,EA,2015-09-24
300000062,50,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-03-30
300000062,60,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-11-02
300000062,70,HT-1052,,EUR,202.3,170,32.3,1,EA,2015-07-23
300000062,80,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-08-30
300000062,90,HT-1052,,EUR,606.9,510,96.9,3,EA,2015-12-09
300000063,10,HT-1501,,JPY,17850,15000,2850,1,EA,2015-06-28
300000063,20,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-08-11
300000063,30,HT-1501,,JPY,35700,30000,5700,2,EA,2015-06-12
300000063,40,HT-1056,,JPY,283.22,238,45.22,2,EA,2015-04-19
300000063,50,HT-1501,,JPY,53550,45000,8550,3,EA,2015-02-16
300000063,60,HT-1056,,JPY,283.22,238,45.22,2,EA,2015-06-28
300000063,70,HT-1501,,JPY,35700,30000,5700,2,EA,2015-09-16
300000064,10,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-07-08
300000064,20,HT-1501,,JPY,35700,30000,5700,2,EA,2015-11-07
300000064,30,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-09-22
300000064,40,HT-1501,,JPY,17850,15000,2850,1,EA,2015-06-05
300000064,50,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-12-22
300000064,60,HT-1501,,JPY,53550,45000,8550,3,EA,2015-12-31
300000065,10,HT-1051,,USD,353.43,297,56.43,3,EA,2015-03-11
300000065,20,HT-1138,,USD,2882.18,2422,460.18,2,EA,2015-04-07
300000065,30,HT-1051,,USD,117.81,99,18.81,1,EA,2014-12-20
300000065,40,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-12-31
300000065,50,HT-1051,,USD,235.62,198,37.62,2,EA,2015-02-13
300000065,60,HT-1138,,USD,1441.09,1211,230.09,1,EA,2015-04-03
300000065,70,HT-1051,,USD,235.62,198,37.62,2,EA,2015-02-24
300000065,80,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-12-20
300000065,90,HT-1051,,USD,235.62,198,37.62,2,EA,2015-04-15
300000066,10,HT-1120,,EUR,618.8,520,98.8,2,EA,2015-02-16
300000066,20,HT-1042,,EUR,415.31,349,66.31,1,EA,2015-05-01
300000066,30,HT-1120,,EUR,618.8,520,98.8,2,EA,2014-12-07
300000067,10,HT-1052,,EUR,202.3,170,32.3,1,EA,2015-05-02
300000067,20,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-04-30
300000068,10,HT-1060,,EUR,32.13,27,5.13,3,EA,2015-12-31
300000068,20,HT-1502,,EUR,89250,75000,14250,3,EA,2015-10-27
300000068,30,HT-1060,,EUR,10.71,9,1.71,1,EA,2015-02-04
300000068,40,HT-1502,,EUR,59500,50000,9500,2,EA,2015-01-05
300000069,10,HT-1061,,EUR,24.99,21,3.99,3,EA,2015-02-10
300000069,20,HT-6130,,EUR,1736.21,1459,277.21,1,EA,2015-05-30
300000069,30,HT-1061,,EUR,24.99,21,3.99,3,EA,2015-03-23
300000069,40,HT-6130,,EUR,1736.21,1459,277.21,1,EA,2015-01-13
300000069,50,HT-1061,,EUR,24.99,21,3.99,3,EA,2015-08-08
300000069,60,HT-6130,,EUR,1736.21,1459,277.21,1,EA,2015-06-08
300000070,10,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-08-26
300000070,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-05-01
300000070,30,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-04-12
300000070,40,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-04-18
300000070,50,HT-1061,,EUR,8.33,7,1.33,1,EA,2015-08-18
300000070,60,HT-6130,,EUR,1736.21,1459,277.21,1,EA,2015-02-07
300000070,70,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-06-13
300000070,80,HT-6130,,EUR,5208.63,4377,831.63,3,EA,2015-12-08
300000070,90,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-09-05
300000071,10,HT-1502,,EUR,59500,50000,9500,2,EA,2015-08-12
300000071,20,HT-1060,,EUR,10.71,9,1.71,1,EA,2015-03-24
300000071,30,HT-1502,,EUR,59500,50000,9500,2,EA,2015-11-02
300000072,10,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-03-08
300000072,20,HT-1501,,JPY,53550,45000,8550,3,EA,2015-10-09
300000073,10,HT-1051,,USD,353.43,297,56.43,3,EA,2015-10-06
300000073,20,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-03-14
300000073,30,HT-1051,,USD,117.81,99,18.81,1,EA,2015-06-21
300000073,40,HT-1138,,USD,2882.18,2422,460.18,2,EA,2014-12-16
300000074,10,HT-1052,,EUR,606.9,510,96.9,3,EA,2015-12-31
300000074,20,HT-1210,,EUR,8564.43,7197,1367.43,3,EA,2015-06-24
300000074,30,HT-1052,,EUR,606.9,510,96.9,3,EA,2015-09-05
300000074,40,HT-1210,,EUR,8564.43,7197,1367.43,3,EA,2015-08-10
300000074,50,HT-1052,,EUR,404.6,340,64.6,2,EA,2014-12-25
300000074,60,HT-1210,,EUR,2854.81,2399,455.81,1,EA,2015-12-16
300000074,70,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-10-10
300000075,10,HT-1500,,EUR,5950,5000,950,1,EA,2014-12-14
300000075,20,HT-1055,,EUR,235.62,198,37.62,2,EA,2015-12-30
300000075,30,HT-1500,,EUR,11900,10000,1900,2,EA,2015-06-04
300000075,40,HT-1055,,EUR,235.62,198,37.62,2,EA,2015-06-02
300000075,50,HT-1500,,EUR,17850,15000,2850,3,EA,2015-10-17
300000075,60,HT-1055,,EUR,235.62,198,37.62,2,EA,2015-05-22
300000075,70,HT-1500,,EUR,11900,10000,1900,2,EA,2015-05-28
300000075,80,HT-1055,,EUR,235.62,198,37.62,2,EA,2015-04-16
300000075,90,HT-1500,,EUR,17850,15000,2850,3,EA,2015-03-24
300000075,100,HT-1055,,EUR,353.43,297,56.43,3,EA,2015-04-12
300000076,10,HT-1500,,EUR,11900,10000,1900,2,EA,2015-02-17
300000076,20,HT-1055,,EUR,117.81,99,18.81,1,EA,2015-11-15
300000076,30,HT-1500,,EUR,11900,10000,1900,2,EA,2015-06-26
300000076,40,HT-1055,,EUR,235.62,198,37.62,2,EA,2014-12-07
300000076,50,HT-1500,,EUR,11900,10000,1900,2,EA,2015-06-03
300000076,60,HT-1055,,EUR,235.62,198,37.62,2,EA,2015-08-07
300000076,70,HT-1500,,EUR,17850,15000,2850,3,EA,2015-10-29
300000076,80,HT-1055,,EUR,353.43,297,56.43,3,EA,2015-10-28
300000076,90,HT-1500,,EUR,11900,10000,1900,2,EA,2015-10-23
300000076,100,HT-1055,,EUR,353.43,297,56.43,3,EA,2015-04-02
300000077,10,HT-1500,,EUR,17850,15000,2850,3,EA,2015-10-31
300000077,20,HT-1055,,EUR,117.81,99,18.81,1,EA,2015-01-23
300000077,30,HT-1500,,EUR,11900,10000,1900,2,EA,2015-07-23
300000077,40,HT-1055,,EUR,235.62,198,37.62,2,EA,2015-07-29
300000077,50,HT-1500,,EUR,5950,5000,950,1,EA,2014-12-09
300000077,60,HT-1055,,EUR,235.62,198,37.62,2,EA,2015-01-23
300000077,70,HT-1500,,EUR,5950,5000,950,1,EA,2015-09-13
300000077,80,HT-1055,,EUR,235.62,198,37.62,2,EA,2015-06-08
300000078,10,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-02-24
300000078,20,HT-1051,,USD,353.43,297,56.43,3,EA,2015-11-05
300000078,30,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-11-16
300000078,40,HT-1051,,USD,117.81,99,18.81,1,EA,2014-12-11
300000078,50,HT-1138,,USD,1441.09,1211,230.09,1,EA,2015-04-24
300000079,10,HT-1042,,EUR,830.62,698,132.62,2,EA,2015-09-16
300000079,20,HT-1120,,EUR,309.4,260,49.4,1,EA,2015-07-30
300000079,30,HT-1042,,EUR,830.62,698,132.62,2,EA,2015-03-29
300000079,40,HT-1120,,EUR,309.4,260,49.4,1,EA,2015-12-29
300000079,50,HT-1042,,EUR,1245.93,1047,198.93,3,EA,2015-07-20
300000080,10,HT-1501,,JPY,17850,15000,2850,1,EA,2015-05-20
300000080,20,HT-1056,,JPY,283.22,238,45.22,2,EA,2015-10-25
300000080,30,HT-1501,,JPY,35700,30000,5700,2,EA,2015-12-23
300000080,40,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-09-15
300000080,50,HT-1501,,JPY,35700,30000,5700,2,EA,2015-05-27
300000080,60,HT-1056,,JPY,283.22,238,45.22,2,EA,2015-07-30
300000080,70,HT-1501,,JPY,53550,45000,8550,3,EA,2015-07-22
300000081,10,HT-1042,,EUR,1245.93,1047,198.93,3,EA,2015-10-27
300000081,20,HT-1120,,EUR,309.4,260,49.4,1,EA,2015-07-16
300000081,30,HT-1042,,EUR,1245.93,1047,198.93,3,EA,2015-08-01
300000082,10,HT-1501,,JPY,35700,30000,5700,2,EA,2015-05-17
300000082,20,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-02-10
300000082,30,HT-1501,,JPY,17850,15000,2850,1,EA,2015-08-29
300000082,40,HT-1056,,JPY,283.22,238,45.22,2,EA,2015-01-07
300000082,50,HT-1501,,JPY,35700,30000,5700,2,EA,2015-09-29
300000082,60,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-09-10
300000082,70,HT-1501,,JPY,53550,45000,8550,3,EA,2015-03-07
300000082,80,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-04-16
300000083,10,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-11-27
300000083,20,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-10-23
300000083,30,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-05-13
300000083,40,HT-1061,,EUR,24.99,21,3.99,3,EA,2015-02-22
300000083,50,HT-6130,,EUR,1736.21,1459,277.21,1,EA,2015-01-17
300000083,60,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-01-01
300000084,10,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-07-30
300000084,20,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-04-12
300000084,30,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-04-12
300000085,10,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-01-24
300000085,20,HT-1502,,EUR,59500,50000,9500,2,EA,2015-06-27
300000085,30,HT-1060,,EUR,32.13,27,5.13,3,EA,2015-07-02
300000085,40,HT-1502,,EUR,59500,50000,9500,2,EA,2015-05-20
300000085,50,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-08-25
300000085,60,HT-1502,,EUR,29750,25000,4750,1,EA,2015-01-18
300000085,70,HT-1060,,EUR,32.13,27,5.13,3,EA,2015-06-03
300000086,10,HT-1500,,EUR,5950,5000,950,1,EA,2015-03-25
300000086,20,HT-1055,,EUR,353.43,297,56.43,3,EA,2015-04-14
300000086,30,HT-1500,,EUR,17850,15000,2850,3,EA,2015-11-08
300000086,40,HT-1055,,EUR,117.81,99,18.81,1,EA,2015-09-04
300000087,10,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-06-15
300000087,20,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-04-25
300000087,30,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-06-08
300000087,40,HT-1052,,EUR,606.9,510,96.9,3,EA,2015-04-12
300000087,50,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-12-23
300000087,60,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-12-05
300000087,70,HT-1210,,EUR,2854.81,2399,455.81,1,EA,2015-10-21
300000087,80,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-06-14
300000087,90,HT-1210,,EUR,8564.43,7197,1367.43,3,EA,2015-01-24
300000088,10,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-11-08
300000088,20,HT-1501,,JPY,53550,45000,8550,3,EA,2015-05-13
300000088,30,HT-1056,,JPY,283.22,238,45.22,2,EA,2015-08-06
300000088,40,HT-1501,,JPY,35700,30000,5700,2,EA,2015-04-01
300000088,50,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-12-22
300000088,60,HT-1501,,JPY,35700,30000,5700,2,EA,2015-04-25
300000088,70,HT-1056,,JPY,283.22,238,45.22,2,EA,2015-08-23
300000089,10,HT-1501,,JPY,17850,15000,2850,1,EA,2015-09-14
300000089,20,HT-1056,,JPY,283.22,238,45.22,2,EA,2015-06-21
300000089,30,HT-1501,,JPY,17850,15000,2850,1,EA,2015-07-15
300000089,40,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-10-19
300000089,50,HT-1501,,JPY,17850,15000,2850,1,EA,2015-11-18
300000089,60,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-05-01
300000090,10,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-10-10
300000090,20,HT-1051,,USD,235.62,198,37.62,2,EA,2015-11-21
300000090,30,HT-1138,,USD,1441.09,1211,230.09,1,EA,2015-06-14
300000090,40,HT-1051,,USD,353.43,297,56.43,3,EA,2015-11-11
300000090,50,HT-1138,,USD,2882.18,2422,460.18,2,EA,2015-01-30
300000090,60,HT-1051,,USD,117.81,99,18.81,1,EA,2015-07-20
300000090,70,HT-1138,,USD,2882.18,2422,460.18,2,EA,2015-06-14
300000090,80,HT-1051,,USD,353.43,297,56.43,3,EA,2015-06-28
300000090,90,HT-1138,,USD,2882.18,2422,460.18,2,EA,2015-01-30
300000091,10,HT-1042,,EUR,830.62,698,132.62,2,EA,2015-11-17
300000091,20,HT-1120,,EUR,309.4,260,49.4,1,EA,2015-06-05
300000091,30,HT-1042,,EUR,830.62,698,132.62,2,EA,2014-12-24
300000092,10,HT-1502,,EUR,29750,25000,4750,1,EA,2015-08-21
300000092,20,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-06-26
300000093,10,HT-1210,,EUR,8564.43,7197,1367.43,3,EA,2015-06-17
300000093,20,HT-1052,,EUR,606.9,510,96.9,3,EA,2015-08-23
300000093,30,HT-1210,,EUR,2854.81,2399,455.81,1,EA,2014-12-21
300000093,40,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-07-20
300000094,10,HT-6130,,EUR,5208.63,4377,831.63,3,EA,2015-06-01
300000094,20,HT-1061,,EUR,8.33,7,1.33,1,EA,2014-12-29
300000094,30,HT-6130,,EUR,5208.63,4377,831.63,3,EA,2015-08-18
300000094,40,HT-1061,,EUR,24.99,21,3.99,3,EA,2015-01-13
300000094,50,HT-6130,,EUR,1736.21,1459,277.21,1,EA,2015-10-19
300000095,10,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-06-17
300000095,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2014-12-30
300000095,30,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-10-29
300000095,40,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-03-12
300000095,50,HT-1061,,EUR,8.33,7,1.33,1,EA,2015-03-05
300000095,60,HT-6130,,EUR,1736.21,1459,277.21,1,EA,2014-12-08
300000095,70,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-02-24
300000095,80,HT-6130,,EUR,5208.63,4377,831.63,3,EA,2015-05-01
300000095,90,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-01-31
300000096,10,HT-1502,,EUR,59500,50000,9500,2,EA,2015-07-29
300000096,20,HT-1060,,EUR,10.71,9,1.71,1,EA,2015-02-27
300000096,30,HT-1502,,EUR,59500,50000,9500,2,EA,2015-07-13
300000097,10,HT-1051,,USD,353.43,297,56.43,3,EA,2015-04-11
300000097,20,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-10-09
300000098,10,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-08-09
300000098,20,HT-1501,,JPY,53550,45000,8550,3,EA,2015-04-10
300000098,30,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-11-01
300000098,40,HT-1501,,JPY,35700,30000,5700,2,EA,2015-03-22
300000099,10,HT-1052,,EUR,606.9,510,96.9,3,EA,2015-06-18
300000099,20,HT-1210,,EUR,8564.43,7197,1367.43,3,EA,2015-03-18
300000099,30,HT-1052,,EUR,606.9,510,96.9,3,EA,2015-09-03
300000099,40,HT-1210,,EUR,8564.43,7197,1367.43,3,EA,2015-03-12
300000099,50,HT-1052,,EUR,202.3,170,32.3,1,EA,2015-03-18
300000099,60,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-01-16
300000099,70,HT-1052,,EUR,202.3,170,32.3,1,EA,2014-12-25
300000099,80,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-09-05
300000100,10,HT-8001,,GBP,1188.81,999,189.81,1,EA,2014-12-19
300000100,20,HT-1031,,GBP,678.3,570,108.3,2,EA,2015-08-04
300000100,30,HT-1112,,GBP,92.82,78,14.82,2,EA,2015-09-01
300000100,40,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2015-10-02
300000100,50,HT-1031,,GBP,1017.45,855,162.45,3,EA,2015-06-26
300000100,60,HT-1112,,GBP,92.82,78,14.82,2,EA,2015-09-21
300000100,70,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2015-11-18
300000100,80,HT-1031,,GBP,678.3,570,108.3,2,EA,2015-02-04
300000100,90,HT-1112,,GBP,139.23,117,22.23,3,EA,2015-12-22
300000100,100,HT-8001,,GBP,3566.43,2997,569.43,3,EA,2015-01-14
300000101,10,HT-1030,,EUR,547.4,460,87.4,2,EA,2015-01-28
300000101,20,HT-1111,,EUR,8.21,6.9,1.31,1,EA,2015-06-05
300000101,30,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2015-08-16
300000101,40,HT-1030,,EUR,547.4,460,87.4,2,EA,2015-03-27
300000101,50,HT-1111,,EUR,16.42,13.8,2.62,2,EA,2015-04-11
300000101,60,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2015-10-15
300000101,70,HT-1030,,EUR,821.1,690,131.1,3,EA,2015-10-10
300000101,80,HT-1111,,EUR,24.63,20.7,3.93,3,EA,2015-08-30
300000101,90,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2015-02-19
300000101,100,HT-1030,,EUR,821.1,690,131.1,3,EA,2014-12-04
300000102,10,HT-1115,,CAD,149.94,126,23.94,3,EA,2015-06-01
300000102,20,AD-1000,,CAD,0,0,0,1,EA,2015-04-24
300000102,30,HT-1036,,CAD,1023.4,860,163.4,2,EA,2015-07-18
300000102,40,HT-1115,,CAD,99.96,84,15.96,2,EA,2015-05-07
300000102,50,AD-1000,,CAD,0,0,0,1,EA,2015-05-28
300000102,60,HT-1036,,CAD,1023.4,860,163.4,2,EA,2015-01-05
300000102,70,HT-1115,,CAD,49.98,42,7.98,1,EA,2015-09-19
300000102,80,AD-1000,,CAD,0,0,0,2,EA,2015-01-06
300000103,10,HT-1032,,EUR,1231.65,1035,196.65,3,EA,2015-05-13
300000103,20,HT-1113,,EUR,8.21,6.9,1.31,3,EA,2014-12-05
300000103,30,HT-8002,,EUR,4280.43,3597,683.43,3,EA,2014-12-24
300000103,40,HT-1032,,EUR,410.55,345,65.55,1,EA,2015-03-20
300000103,50,HT-1113,,EUR,2.74,2.3,0.44,1,EA,2015-03-30
300000104,10,HT-8002,,EUR,2853.62,2398,455.62,2,EA,2015-07-19
300000104,20,HT-1032,,EUR,410.55,345,65.55,1,EA,2015-09-20
300000104,30,HT-1113,,EUR,5.47,4.6,0.87,2,EA,2014-12-26
300000104,40,HT-8002,,EUR,1426.81,1199,227.81,1,EA,2014-12-17
300000104,50,HT-1032,,EUR,1231.65,1035,196.65,3,EA,2015-01-31
300000105,10,HT-1114,,USD,82.11,69,13.11,1,EA,2015-04-03
300000105,20,HT-8003,,USD,3303.44,2776,527.44,2,EA,2015-05-07
300000105,30,HT-1035,,USD,949.62,798,151.62,2,EA,2014-12-12
300000105,40,HT-1114,,USD,246.33,207,39.33,3,EA,2015-05-18
300000105,50,HT-8003,,USD,3303.44,2776,527.44,2,EA,2014-12-12
300000105,60,HT-1035,,USD,949.62,798,151.62,2,EA,2015-10-25
300000105,70,HT-1114,,USD,246.33,207,39.33,3,EA,2015-01-04
300000106,10,HT-1037,,MXN,5105.1,4290,815.1,3,EA,2015-08-29
300000106,20,HT-1116,,MXN,42.84,36,6.84,1,EA,2015-06-30
300000106,30,HT-1037,,MXN,5105.1,4290,815.1,3,EA,2015-11-17
300000107,10,HT-1117,,EUR,90.44,76,14.44,2,EA,2015-10-16
300000107,20,HT-1040,,EUR,2963.1,2490,473.1,3,EA,2015-03-11
300000107,30,HT-1117,,EUR,45.22,38,7.22,1,EA,2015-11-30
300000107,40,HT-1040,,EUR,1975.4,1660,315.4,2,EA,2015-02-06
300000107,50,HT-1117,,EUR,90.44,76,14.44,2,EA,2015-02-25
300000107,60,HT-1040,,EUR,987.7,830,157.7,1,EA,2015-06-26
300000107,70,HT-1117,,EUR,135.66,114,21.66,3,EA,2015-04-24
300000107,80,HT-1040,,EUR,987.7,830,157.7,1,EA,2015-02-11
300000108,10,HT-1118,,ARS,188.02,158,30.02,2,EA,2015-07-11
300000108,20,HT-1041,,ARS,1166.2,980,186.2,2,EA,2015-12-06
300000108,30,HT-1118,,ARS,188.02,158,30.02,2,EA,2015-09-01
300000108,40,HT-1041,,ARS,1749.3,1470,279.3,3,EA,2015-08-08
300000108,50,HT-1118,,ARS,94.01,79,15.01,1,EA,2015-09-13
300000108,60,HT-1041,,ARS,1166.2,980,186.2,2,EA,2015-06-14
300000109,10,HT-1112,,GBP,92.82,78,14.82,2,EA,2015-09-07
300000109,20,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2015-05-18
300000109,30,HT-1031,,GBP,678.3,570,108.3,2,EA,2015-06-18
300000110,10,HT-1111,,EUR,16.42,13.8,2.62,2,EA,2015-07-20
300000110,20,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2015-12-19
300000110,30,HT-1030,,EUR,821.1,690,131.1,3,EA,2015-05-29
300000110,40,HT-1111,,EUR,16.42,13.8,2.62,2,EA,2015-11-24
300000110,50,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2015-02-11
300000110,60,HT-1030,,EUR,273.7,230,43.7,1,EA,2015-09-29
300000110,70,HT-1111,,EUR,24.63,20.7,3.93,3,EA,2015-06-29
300000111,10,HT-1040,,EUR,987.7,830,157.7,1,EA,2015-05-22
300000111,20,HT-1117,,EUR,135.66,114,21.66,3,EA,2015-12-14
300000111,30,HT-1040,,EUR,2963.1,2490,473.1,3,EA,2015-01-17
300000111,40,HT-1117,,EUR,45.22,38,7.22,1,EA,2015-10-03
300000112,10,AD-1000,,CAD,0,0,0,2,EA,2015-11-08
300000112,20,HT-1036,,CAD,1023.4,860,163.4,2,EA,2015-03-03
300000112,30,HT-1115,,CAD,99.96,84,15.96,2,EA,2015-03-28
300000112,40,AD-1000,,CAD,0,0,0,3,EA,2015-08-17
300000112,50,HT-1036,,CAD,1023.4,860,163.4,2,EA,2015-10-06
300000112,60,HT-1115,,CAD,99.96,84,15.96,2,EA,2015-02-18
300000112,70,AD-1000,,CAD,0,0,0,1,EA,2015-09-04
300000112,80,HT-1036,,CAD,1023.4,860,163.4,2,EA,2015-07-02
300000112,90,HT-1115,,CAD,149.94,126,23.94,3,EA,2015-01-23
300000113,10,HT-8002,,EUR,1426.81,1199,227.81,1,EA,2015-05-26
300000113,20,HT-1032,,EUR,1231.65,1035,196.65,3,EA,2015-05-06
300000113,30,HT-1113,,EUR,5.47,4.6,0.87,2,EA,2015-01-11
300000113,40,HT-8002,,EUR,2853.62,2398,455.62,2,EA,2015-04-30
300000113,50,HT-1032,,EUR,1231.65,1035,196.65,3,EA,2015-06-18
300000113,60,HT-1113,,EUR,5.47,4.6,0.87,2,EA,2015-05-23
300000113,70,HT-8002,,EUR,2853.62,2398,455.62,2,EA,2015-01-26
300000114,10,HT-1032,,EUR,410.55,345,65.55,1,EA,2015-03-30
300000114,20,HT-1113,,EUR,5.47,4.6,0.87,2,EA,2015-08-07
300000114,30,HT-8002,,EUR,1426.81,1199,227.81,1,EA,2015-10-06
300000114,40,HT-1032,,EUR,410.55,345,65.55,1,EA,2015-04-02
300000114,50,HT-1113,,EUR,2.74,2.3,0.44,1,EA,2015-10-08
300000114,60,HT-8002,,EUR,4280.43,3597,683.43,3,EA,2015-05-18
300000115,10,HT-1035,,USD,1424.43,1197,227.43,3,EA,2015-07-20
300000115,20,HT-1114,,USD,164.22,138,26.22,2,EA,2015-12-11
300000115,30,HT-8003,,USD,1651.72,1388,263.72,1,EA,2015-10-23
300000115,40,HT-1035,,USD,1424.43,1197,227.43,3,EA,2015-04-13
300000115,50,HT-1114,,USD,164.22,138,26.22,2,EA,2015-09-08
300000115,60,HT-8003,,USD,1651.72,1388,263.72,1,EA,2014-12-05
300000115,70,HT-1035,,USD,949.62,798,151.62,2,EA,2015-10-25
300000115,80,HT-1114,,USD,246.33,207,39.33,3,EA,2015-11-18
300000115,90,HT-8003,,USD,3303.44,2776,527.44,2,EA,2015-11-07
300000116,10,HT-1040,,EUR,1975.4,1660,315.4,2,EA,2015-12-18
300000116,20,HT-1117,,EUR,45.22,38,7.22,1,EA,2015-08-02
300000116,30,HT-1040,,EUR,1975.4,1660,315.4,2,EA,2015-01-10
300000117,10,HT-1115,,CAD,49.98,42,7.98,1,EA,2015-10-28
300000117,20,AD-1000,,CAD,0,0,0,2,EA,2015-11-19
300000118,10,HT-1030,,EUR,821.1,690,131.1,3,EA,2015-08-30
300000118,20,HT-1111,,EUR,24.63,20.7,3.93,3,EA,2015-02-26
